86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,70,96,96,96,96,96,96,96,96,96,96,96,96,96,96,71,86
86,70,96,71,86,86,86,86,86,86,86,86,86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,85,86,86,86,86,86,86,86,86,86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,95,96,96,96,96,96,96,96,96,96,97,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,75,76,77,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,85,86,87,13,13,13,75,76,77,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,85,86,80,76,76,77,85,86,87,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,85,86,86,86,86,87,95,96,97,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,85,86,70,96,96,97,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,85,86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,95,96,97,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,86
86,80,106,76,106,76,76,106,106,106,76,76,76,76,76,76,106,106,76,106,106,106,76,76,76,76,76,106,81,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
