-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,125,126,126,126,126,126,126,127,-1,-1,125,126,126,126,126,126,126,126,126,126,126,126,126,126,126,127,-1,-1
-1,20,135,130,146,146,146,146,131,137,-1,-1,135,130,146,146,146,146,131,130,146,146,131,130,146,146,131,137,-1,-1
-1,-1,135,137,21,-1,-1,-1,135,137,-1,-1,135,137,-1,-1,-1,-1,135,137,-1,21,135,137,-1,-1,135,137,-1,-1
-1,-1,135,137,-1,-1,-1,-1,135,137,21,-1,135,137,-1,-1,-1,-1,135,137,-1,-1,135,137,-1,-1,135,137,-1,-1
-1,-1,135,140,126,126,126,126,141,140,126,126,141,137,-1,-1,21,-1,135,137,-1,-1,135,137,-1,-1,135,137,-1,-1
-1,-1,135,130,146,146,146,146,146,146,146,146,131,137,-1,-1,-1,-1,135,137,-1,-1,135,137,-1,-1,135,137,-1,-1
-1,-1,135,137,20,-1,-1,21,-1,-1,1,13,135,137,13,-1,-1,-1,135,137,-1,-1,135,137,-1,-1,135,137,-1,-1
-1,0,135,137,-1,-1,-1,-1,-1,13,13,13,135,137,13,-1,-1,-1,135,140,126,126,141,140,126,126,141,137,-1,-1
-1,-1,135,137,-1,-1,-1,-1,-1,13,13,13,135,140,126,126,126,126,141,130,146,146,146,146,146,146,131,137,-1,-1
-1,-1,135,137,-1,-1,21,-1,-1,13,13,0,135,130,146,146,146,146,146,147,13,-1,-1,-1,-1,-1,135,137,-1,-1
-1,-1,135,137,-1,-1,-1,-1,1,-1,-1,-1,135,137,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,135,137,-1,-1
-1,-1,135,137,-1,-1,-1,-1,13,13,13,-1,135,137,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,137,-1,-1
-1,-1,135,137,-1,-1,-1,0,-1,13,13,11,135,137,-1,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,137,-1,-1
-1,-1,135,137,-1,21,-1,-1,125,126,126,126,141,140,126,126,126,126,126,126,126,127,-1,-1,21,-1,135,137,-1,-1
-1,-1,135,137,-1,-1,-1,-1,135,130,146,146,146,146,146,146,146,146,146,146,131,137,-1,-1,-1,-1,135,137,-1,-1
-1,20,135,140,126,126,126,126,141,137,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,135,140,126,126,126,126,141,137,0,-1
-1,-1,145,146,146,146,146,146,146,147,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,145,146,146,146,146,146,146,147,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
